Date,Aave,BinanceCoin,Bitcoin,Cardano,ChainLink,Cosmos,Dogecoin,EOS,Ethereum,Iota,Litecoin,Monero,NEM,Polkadot,Solana,Stellar,Tether,Tron,Uniswap,USDCoin,WrappedBitcoin,XRP
2013-12-17T23:59:59.948Z,,,682.1199951,,,,0.00026854,,,,21.97109985,,,,,,,,,,,0.018313199
2013-12-18T23:59:59.948Z,,,522.7000122,,,,0.000361631,,,,13.39159966,,,,,,,,,,,0.0158525
2013-12-19T23:59:59.948Z,,,691.960022,,,,0.00116249,,,,19.90769958,,,,,,,,,,,0.021073099
2013-12-20T23:59:59.948Z,,,625.3200073,,,,0.000703866,,,,17.56550026,,,,,,,,,,,0.020850999
2013-12-21T23:59:59.948Z,,,605.6599731,,,,0.000393679,,,,16.7343998,,,,,,,,,,,0.021683799
2013-12-22T23:59:59.948Z,,,617.1799927,,,,0.000314762,,,,16.85519981,,,,,,,,,,,0.021716001
2013-12-23T23:59:59.948Z,,,673.4099731,,,,0.000451185,,,,17.89249992,,,,,,,,,,,0.023702201
2013-12-24T23:59:59.948Z,,,665.5800171,,,,0.000685547,,,,17.6378994,,,,,,,,,,,0.022574799
2013-12-25T23:59:59.948Z,,,682.210022,,,,0.000586701,,,,21.14850044,,,,,,,,,,,0.0220416
2013-12-26T23:59:59.948Z,,,761.9799805,,,,0.000601964,,,,24.75670052,,,,,,,,,,,0.024384901
2013-12-27T23:59:59.948Z,,,735.0700073,,,,0.0005219,,,,23.27230072,,,,,,,,,,,0.0270756
2013-12-28T23:59:59.948Z,,,727.8300171,,,,0.000458533,,,,22.56270027,,,,,,,,,,,0.0273032
2013-12-29T23:59:59.948Z,,,745.0499878,,,,0.00045448,,,,24.06509972,,,,,,,,,,,0.0272176
2013-12-30T23:59:59.948Z,,,756.1300049,,,,0.000415872,,,,24.37759972,,,,,,,,,,,0.027460201
2013-12-31T23:59:59.948Z,,,754.0100098,,,,0.000422246,,,,24.34700012,,,,,,,,,,,0.027330101
2014-01-01T23:59:59.948Z,,,771.4000244,,,,0.000439698,,,,24.61540031,,,,,,,,,,,0.026944499
2014-01-02T23:59:59.948Z,,,802.3900146,,,,0.000353052,,,,25.75670052,,,,,,,,,,,0.0287256
2014-01-03T23:59:59.948Z,,,818.7199707,,,,0.000302926,,,,24.81539917,,,,,,,,,,,0.027627399
2014-01-04T23:59:59.948Z,,,859.5100098,,,,0.000300829,,,,25.10630035,,,,,,,,,,,0.0281293
2014-01-05T23:59:59.948Z,,,933.5300293,,,,0.000270724,,,,26.82970047,,,,,,,,,,,0.025229501
2014-01-06T23:59:59.948Z,,,953.289978,,,,0.000254553,,,,29.21710014,,,,,,,,,,,0.025700299
2014-01-07T23:59:59.948Z,,,802,,,,0.00022456,,,,23.25,,,,,,,,,,,0.0229862
2014-01-08T23:59:59.948Z,,,842.7199707,,,,0.000227534,,,,24.38829994,,,,,,,,,,,0.023227399
2014-01-09T23:59:59.948Z,,,846.8599854,,,,0.000245589,,,,24.43190002,,,,,,,,,,,0.022368399
